timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected
2026-04-23T01:33:42.874173,ann_cw_q1,step,1,13.9,2400,47.38631533383162,73.03466796875,118.00121661561991,88.26862660223537,26,77,392,161,6.211180124223603,42,400,217.30661392211914,588.1193124999963,1000,12900
2026-04-23T01:33:43.939978,ann_cw_q1,step,1,15.0,3641,12.296000898421134,73.077392578125,32.15877158048604,18.916924459109435,5,77,273,1099,0.9099181073703366,273,400,36.68832778930664,588.1193124999963,1000,13900
2026-04-23T01:33:45.028979,ann_cw_q1,step,1,16.1,4800,40.5481647032251,73.11153411865234,55.29295186803423,70.03773903284336,22,77,529,141,7.092198581560283,490,169,499.28784370422363,668.4063964497027,1000,14900
2026-04-23T01:33:46.097335,ann_cw_q1,step,1,17.2,1000,71.96775281136736,73.11153411865234,59.817352986071576,54.20947614362736,35,78,45,1099,0.9099181073703366,45,240,22.927045822143555,570.8360000000009,1000,15900
2026-04-23T01:33:47.196563,ann_cw_q1,step,1,18.2,2000,6.541616284632148,73.07510375976562,79.43391202767609,0.0,5,78,416,100,10.0,416,45,73.76670837402344,518.9300000000002,1000,16900
2026-04-23T01:33:48.291419,ann_cw_q1,step,1,19.3,2500,159.41517142036932,73.14186096191406,51.654077890399,175.4457473173897,81,78,387,162,6.172839506172839,125,392,292.1879291534424,604.4090357142837,1000,17900
2026-04-23T01:33:49.350655,ann_cw_q1,step,1,20.4,3500,24.0183650837875,73.08464050292969,38.79889744304135,29.561064718507694,13,77,205,1099,0.9099181073703366,205,125,36.98372840881348,701.1887999999988,1000,18900
2026-04-23T01:33:50.412900,ann_cw_q1,step,1,21.5,0,39.36064564047338,73.08464050292969,59.52097633437438,55.680913345059906,20,78,520,142,7.042253521126761,211,522,179.56948280334473,1131.2025095785345,1000,19900
2026-04-23T01:33:51.466984,ann_cw_q1,step,1,22.6,900,11.190254103607288,73.1069564819336,47.55857994033097,29.840677609619433,7,78,122,1099,0.9099181073703366,122,211,36.59796714782715,982.3003554502316,1000,20900
2026-04-23T01:33:52.553888,ann_cw_q1,step,1,23.6,1900,47.22232605227,73.0978012084961,54.7778982206332,74.6112751625866,25,78,352,168,5.9523809523809526,352,360,14.356851577758789,1129.9617444444425,1000,21800
2026-04-23T01:33:53.606242,ann_cw_q1,step,1,24.7,2800,22.298780585056896,73.0978012084961,28.802591589031824,13.93673786566056,13,78,181,1099,0.9099181073703366,181,352,88.34505081176758,899.0300681818167,1000,22800
2026-04-23T01:33:54.701553,ann_cw_q1,step,1,25.7,4009,34.73281697513947,73.1119155883789,45.05878958937013,114.52442353964908,18,78,459,983,1.017293997965412,459,14,55.30667304992676,762.914357142857,1000,23800
2026-04-23T01:33:55.758212,ann_cw_q1,step,1,26.8,1028,24.103032309655674,73.11058044433594,50.98718373196393,47.27902491509383,18,78,96,1099,0.9099181073703366,96,459,27.025699615478516,602.9894858387822,1000,24800
2026-04-23T01:33:56.844834,ann_cw_q1,step,1,27.9,1928,33.346122478004624,73.12355041503906,46.31405899722865,11.115374159334875,18,78,96,1099,0.9099181073703366,96,459,27.025699615478516,602.9894858387822,1000,25800
2026-04-23T01:33:57.893629,ann_cw_q1,step,1,29.0,2928,32.218981740149864,73.16398620605469,85.28553990039671,108.0283505405025,17,78,415,157,6.369426751592357,415,402,31.014442443847656,845.7121691542267,1000,26800
2026-04-23T01:33:58.973568,ann_cw_q1,step,1,30.0,3928,5.538827638164079,73.16398620605469,0.0,12.923931155716184,3,78,315,1099,0.9099181073703366,315,415,357.7253818511963,538.7187253012058,0,27700
2026-04-23T01:34:00.065828,ann_cw_q1,step,1,31.1,4228,84.15732553383599,73.14529418945312,110.05188723655475,62.88679270660271,41,78,543,139,7.194244604316546,195,313,528.0303955078125,692.9301757188554,0,27700
2026-04-23T01:34:01.147557,ann_cw_q1,step,1,32.2,0,0.9220919549680644,73.14529418945312,10.143011504648708,0.0,1,78,538,140,7.142857142857143,0,195,520.3702449798584,960.7165384615394,0,27700
2026-04-23T01:34:02.209595,ann_cw_q1,step,1,33.3,0,1.8795116043811764,73.11534881591797,17.855360241621174,0.0,5,78,437,1099,0.9099181073703366,0,195,1526.1235237121582,960.7165384615394,0,27700
2026-04-23T01:34:03.288162,ann_cw_q1,step,1,34.3,0,1.8627285440904844,73.12850952148438,46.56821360226211,0.0,1,78,200,199,5.025125628140704,0,195,517.371416091919,960.7165384615394,0,27700
2026-04-23T01:34:04.372971,ann_cw_q1,step,1,35.4,0,23.914938428606547,73.12850952148438,10.117858565948923,0.0,13,78,200,199,5.025125628140704,0,195,518.0990695953369,960.7165384615394,0,27700
